ehead,ctryname,cowcode2,politycode,un_region_name,un_continent_name,leaderspellreg,democracy,regime,start_year,end_year,duration,observed
Girija Prasad Koirala,Nepal,790,790.0,Southern Asia,Asia,Girija Prasad Koirala.Nepal.1991.1993.Parliamentary Dem,Democracy,Parliamentary Dem,1991,1993,3,1
Man Mohan Adhikari,Nepal,790,790.0,Southern Asia,Asia,Man Mohan Adhikari.Nepal.1994.1994.Parliamentary Dem,Democracy,Parliamentary Dem,1994,1994,1,1
Sher Bahadur Deuba,Nepal,790,790.0,Southern Asia,Asia,Sher Bahadur Deuba.Nepal.1995.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1995,1996,2,1
Surya Bahadur Thapa,Nepal,790,790.0,Southern Asia,Asia,Surya Bahadur Thapa.Nepal.1997.1997.Parliamentary Dem,Democracy,Parliamentary Dem,1997,1997,1,1
Girija Prasad Koirala,Nepal,790,790.0,Southern Asia,Asia,Girija Prasad Koirala.Nepal.1998.1998.Parliamentary Dem,Democracy,Parliamentary Dem,1998,1998,1,1
Krishna Prasad Bhattarai,Nepal,790,790.0,Southern Asia,Asia,Krishna Prasad Bhattarai.Nepal.1999.1999.Parliamentary Dem,Democracy,Parliamentary Dem,1999,1999,1,1
Girija Prasad Koirala,Nepal,790,790.0,Southern Asia,Asia,Girija Prasad Koirala.Nepal.2000.2000.Parliamentary Dem,Democracy,Parliamentary Dem,2000,2000,1,1
Sher Bahadur Deuba,Nepal,790,790.0,Southern Asia,Asia,Sher Bahadur Deuba.Nepal.2001.2001.Parliamentary Dem,Democracy,Parliamentary Dem,2001,2001,1,1
Gyanendra Bir Bikram Shah Deva,Nepal,790,790.0,Southern Asia,Asia,Gyanendra Bir Bikram Shah Deva.Nepal.2002.2007.Monarchy,Non-democracy,Monarchy,2002,2007,6,1
Pushpa Kamal Dahal,Nepal,790,790.0,Southern Asia,Asia,Pushpa Kamal Dahal.Nepal.2008.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2008,2008,1,0
Louis Beel,Netherlands,210,210.0,Western Europe,Europe,Louis Beel.Netherlands.1946.1947.Parliamentary Dem,Democracy,Parliamentary Dem,1946,1947,2,1
Willem Drees,Netherlands,210,210.0,Western Europe,Europe,Willem Drees.Netherlands.1948.1957.Parliamentary Dem,Democracy,Parliamentary Dem,1948,1957,10,1
Louis Beel,Netherlands,210,210.0,Western Europe,Europe,Louis Beel.Netherlands.1958.1958.Parliamentary Dem,Democracy,Parliamentary Dem,1958,1958,1,1
Jan de Quay,Netherlands,210,210.0,Western Europe,Europe,Jan de Quay.Netherlands.1959.1962.Parliamentary Dem,Democracy,Parliamentary Dem,1959,1962,4,1
Victor Marijnen,Netherlands,210,210.0,Western Europe,Europe,Victor Marijnen.Netherlands.1963.1964.Parliamentary Dem,Democracy,Parliamentary Dem,1963,1964,2,1
Joseph Cals,Netherlands,210,210.0,Western Europe,Europe,Joseph Cals.Netherlands.1965.1966.Parliamentary Dem,Democracy,Parliamentary Dem,1965,1966,2,1
Petrus de Jong,Netherlands,210,210.0,Western Europe,Europe,Petrus de Jong.Netherlands.1967.1970.Parliamentary Dem,Democracy,Parliamentary Dem,1967,1970,4,1
Barend Biesheuvel,Netherlands,210,210.0,Western Europe,Europe,Barend Biesheuvel.Netherlands.1971.1972.Parliamentary Dem,Democracy,Parliamentary Dem,1971,1972,2,1
Johannes den Uyl,Netherlands,210,210.0,Western Europe,Europe,Johannes den Uyl.Netherlands.1973.1976.Parliamentary Dem,Democracy,Parliamentary Dem,1973,1976,4,1
Andreas van Agt,Netherlands,210,210.0,Western Europe,Europe,Andreas van Agt.Netherlands.1977.1981.Parliamentary Dem,Democracy,Parliamentary Dem,1977,1981,5,1
Rudolphus Lubbers,Netherlands,210,210.0,Western Europe,Europe,Rudolphus Lubbers.Netherlands.1982.1993.Parliamentary Dem,Democracy,Parliamentary Dem,1982,1993,12,1
Wim Kok,Netherlands,210,210.0,Western Europe,Europe,Wim Kok.Netherlands.1994.2001.Parliamentary Dem,Democracy,Parliamentary Dem,1994,2001,8,1
Jan Peter Balkenende,Netherlands,210,210.0,Western Europe,Europe,Jan Peter Balkenende.Netherlands.2002.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2002,2008,7,0
Peter Fraser,New Zealand,920,920.0,Australia and New Zealand,Oceania,Peter Fraser.New Zealand.1946.1948.Parliamentary Dem,Democracy,Parliamentary Dem,1946,1948,3,1
Sidney Holland,New Zealand,920,920.0,Australia and New Zealand,Oceania,Sidney Holland.New Zealand.1949.1956.Parliamentary Dem,Democracy,Parliamentary Dem,1949,1956,8,1
Walter Nash,New Zealand,920,920.0,Australia and New Zealand,Oceania,Walter Nash.New Zealand.1957.1959.Parliamentary Dem,Democracy,Parliamentary Dem,1957,1959,3,1
Keith Holyoake,New Zealand,920,920.0,Australia and New Zealand,Oceania,Keith Holyoake.New Zealand.1960.1971.Parliamentary Dem,Democracy,Parliamentary Dem,1960,1971,12,1
Norman Kirk,New Zealand,920,920.0,Australia and New Zealand,Oceania,Norman Kirk.New Zealand.1972.1973.Parliamentary Dem,Democracy,Parliamentary Dem,1972,1973,2,0
Wallace Rowling,New Zealand,920,920.0,Australia and New Zealand,Oceania,Wallace Rowling.New Zealand.1974.1974.Parliamentary Dem,Democracy,Parliamentary Dem,1974,1974,1,1
Robert Muldoon,New Zealand,920,920.0,Australia and New Zealand,Oceania,Robert Muldoon.New Zealand.1975.1983.Parliamentary Dem,Democracy,Parliamentary Dem,1975,1983,9,1
David Lange,New Zealand,920,920.0,Australia and New Zealand,Oceania,David Lange.New Zealand.1984.1988.Parliamentary Dem,Democracy,Parliamentary Dem,1984,1988,5,1
Geoffrey Palmer,New Zealand,920,920.0,Australia and New Zealand,Oceania,Geoffrey Palmer.New Zealand.1989.1989.Parliamentary Dem,Democracy,Parliamentary Dem,1989,1989,1,1
Jim Bolger,New Zealand,920,920.0,Australia and New Zealand,Oceania,Jim Bolger.New Zealand.1990.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1990,1996,7,1
Jenny Shipley,New Zealand,920,920.0,Australia and New Zealand,Oceania,Jenny Shipley.New Zealand.1997.1998.Parliamentary Dem,Democracy,Parliamentary Dem,1997,1998,2,1
Helen Elizabeth Clark,New Zealand,920,920.0,Australia and New Zealand,Oceania,Helen Elizabeth Clark.New Zealand.1999.2007.Parliamentary Dem,Democracy,Parliamentary Dem,1999,2007,9,1
John Phillip Key,New Zealand,920,920.0,Australia and New Zealand,Oceania,John Phillip Key.New Zealand.2008.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2008,2008,1,0
Anastasio Somoza Garcia,Nicaragua,93,93.0,Central America,America,Anastasio Somoza Garcia.Nicaragua.1946.1955.Military Dict,Non-democracy,Military Dict,1946,1955,10,0
Luis Somoza Debayle,Nicaragua,93,93.0,Central America,America,Luis Somoza Debayle.Nicaragua.1956.1966.Civilian Dict,Non-democracy,Civilian Dict,1956,1966,11,1
Anastasio Somoza Debayle,Nicaragua,93,93.0,Central America,America,Anastasio Somoza Debayle.Nicaragua.1967.1978.Military Dict,Non-democracy,Military Dict,1967,1978,12,1
Daniel Ortega Saavedra,Nicaragua,93,93.0,Central America,America,Daniel Ortega Saavedra.Nicaragua.1979.1983.Civilian Dict,Non-democracy,Civilian Dict,1979,1983,5,1
Daniel Ortega Saavedra,Nicaragua,93,93.0,Central America,America,Daniel Ortega Saavedra.Nicaragua.1984.1989.Presidential Dem,Democracy,Presidential Dem,1984,1989,6,1
Violeta Barrios de Chamorro,Nicaragua,93,93.0,Central America,America,Violeta Barrios de Chamorro.Nicaragua.1990.1996.Presidential Dem,Democracy,Presidential Dem,1990,1996,7,1
Jose Arnoldo Aleman Lacayo,Nicaragua,93,93.0,Central America,America,Jose Arnoldo Aleman Lacayo.Nicaragua.1997.2001.Presidential Dem,Democracy,Presidential Dem,1997,2001,5,1
Enrique Bolanos Geyer,Nicaragua,93,93.0,Central America,America,Enrique Bolanos Geyer.Nicaragua.2002.2006.Presidential Dem,Democracy,Presidential Dem,2002,2006,5,1
Jose Daniel Ortega Saavedra,Nicaragua,93,93.0,Central America,America,Jose Daniel Ortega Saavedra.Nicaragua.2007.2008.Presidential Dem,Democracy,Presidential Dem,2007,2008,2,0
Hamani Diori,Niger,436,436.0,Western Africa,Africa,Hamani Diori.Niger.1960.1973.Civilian Dict,Non-democracy,Civilian Dict,1960,1973,14,1
Seyni Kountche,Niger,436,436.0,Western Africa,Africa,Seyni Kountche.Niger.1974.1986.Military Dict,Non-democracy,Military Dict,1974,1986,13,0
Ali Saibou,Niger,436,436.0,Western Africa,Africa,Ali Saibou.Niger.1987.1992.Military Dict,Non-democracy,Military Dict,1987,1992,6,1
Mahamadou Issoufou,Niger,436,436.0,Western Africa,Africa,Mahamadou Issoufou.Niger.1993.1993.Mixed Dem,Democracy,Mixed Dem,1993,1993,1,1
Abdoulaye Souley,Niger,436,436.0,Western Africa,Africa,Abdoulaye Souley.Niger.1994.1994.Mixed Dem,Democracy,Mixed Dem,1994,1994,1,1
Hama Amadou,Niger,436,436.0,Western Africa,Africa,Hama Amadou.Niger.1995.1995.Mixed Dem,Democracy,Mixed Dem,1995,1995,1,1
Ibrahim Bare Mainassara,Niger,436,436.0,Western Africa,Africa,Ibrahim Bare Mainassara.Niger.1996.1998.Military Dict,Non-democracy,Military Dict,1996,1998,3,0
Dauoda Malam Wanke,Niger,436,436.0,Western Africa,Africa,Dauoda Malam Wanke.Niger.1999.1999.Military Dict,Non-democracy,Military Dict,1999,1999,1,1
Hama Amadou,Niger,436,436.0,Western Africa,Africa,Hama Amadou.Niger.2000.2006.Mixed Dem,Democracy,Mixed Dem,2000,2006,7,1
Seyni Oumarou,Niger,436,436.0,Western Africa,Africa,Seyni Oumarou.Niger.2007.2008.Mixed Dem,Democracy,Mixed Dem,2007,2008,2,0
Abubakar Tafawa Balewa,Nigeria,475,475.0,Western Africa,Africa,Abubakar Tafawa Balewa.Nigeria.1960.1965.Parliamentary Dem,Democracy,Parliamentary Dem,1960,1965,6,0
Yakubu Gowon,Nigeria,475,475.0,Western Africa,Africa,Yakubu Gowon.Nigeria.1966.1974.Military Dict,Non-democracy,Military Dict,1966,1974,9,1
Murtala Mohammed,Nigeria,475,475.0,Western Africa,Africa,Murtala Mohammed.Nigeria.1975.1975.Military Dict,Non-democracy,Military Dict,1975,1975,1,0
Olusegun Obasanjo,Nigeria,475,475.0,Western Africa,Africa,Olusegun Obasanjo.Nigeria.1976.1978.Military Dict,Non-democracy,Military Dict,1976,1978,3,1
Shehu Shagari,Nigeria,475,475.0,Western Africa,Africa,Shehu Shagari.Nigeria.1979.1982.Presidential Dem,Democracy,Presidential Dem,1979,1982,4,1
Mohammed Buhari,Nigeria,475,475.0,Western Africa,Africa,Mohammed Buhari.Nigeria.1983.1984.Military Dict,Non-democracy,Military Dict,1983,1984,2,1
Ibrahim Babangida,Nigeria,475,475.0,Western Africa,Africa,Ibrahim Babangida.Nigeria.1985.1992.Military Dict,Non-democracy,Military Dict,1985,1992,8,1
Sani Abacha,Nigeria,475,475.0,Western Africa,Africa,Sani Abacha.Nigeria.1993.1997.Military Dict,Non-democracy,Military Dict,1993,1997,5,0
Abdulsalami Abubakar,Nigeria,475,475.0,Western Africa,Africa,Abdulsalami Abubakar.Nigeria.1998.1998.Military Dict,Non-democracy,Military Dict,1998,1998,1,1
Olusegun Obasanjo,Nigeria,475,475.0,Western Africa,Africa,Olusegun Obasanjo.Nigeria.1999.2006.Presidential Dem,Democracy,Presidential Dem,1999,2006,8,1
Umaru Musa Yar'Adua,Nigeria,475,475.0,Western Africa,Africa,Umaru Musa Yar'Adua.Nigeria.2007.2008.Presidential Dem,Democracy,Presidential Dem,2007,2008,2,0
Kim Il Sung,North Korea,731,731.0,Eastern Asia,Asia,Kim Il Sung.North Korea.1948.1993.Military Dict,Non-democracy,Military Dict,1948,1993,46,0
Kim Jong Il,North Korea,731,731.0,Eastern Asia,Asia,Kim Jong Il.North Korea.1994.2008.Civilian Dict,Non-democracy,Civilian Dict,1994,2008,15,0
Einar Gerhardsen,Norway,385,385.0,Northern Europe,Europe,Einar Gerhardsen.Norway.1946.1950.Parliamentary Dem,Democracy,Parliamentary Dem,1946,1950,5,1
Oscar Torp,Norway,385,385.0,Northern Europe,Europe,Oscar Torp.Norway.1951.1954.Parliamentary Dem,Democracy,Parliamentary Dem,1951,1954,4,1
Einar Gerhardsen,Norway,385,385.0,Northern Europe,Europe,Einar Gerhardsen.Norway.1955.1964.Parliamentary Dem,Democracy,Parliamentary Dem,1955,1964,10,1
Per Borten,Norway,385,385.0,Northern Europe,Europe,Per Borten.Norway.1965.1970.Parliamentary Dem,Democracy,Parliamentary Dem,1965,1970,6,1
Trygve Bratteli,Norway,385,385.0,Northern Europe,Europe,Trygve Bratteli.Norway.1971.1971.Parliamentary Dem,Democracy,Parliamentary Dem,1971,1971,1,1
Lars Korvald,Norway,385,385.0,Northern Europe,Europe,Lars Korvald.Norway.1972.1972.Parliamentary Dem,Democracy,Parliamentary Dem,1972,1972,1,1
Trygve Bratteli,Norway,385,385.0,Northern Europe,Europe,Trygve Bratteli.Norway.1973.1975.Parliamentary Dem,Democracy,Parliamentary Dem,1973,1975,3,1
Odvar Nordli,Norway,385,385.0,Northern Europe,Europe,Odvar Nordli.Norway.1976.1980.Parliamentary Dem,Democracy,Parliamentary Dem,1976,1980,5,1
Kare Isaachsen Willoch,Norway,385,385.0,Northern Europe,Europe,Kare Isaachsen Willoch.Norway.1981.1985.Parliamentary Dem,Democracy,Parliamentary Dem,1981,1985,5,1
Gro Harlem Brundtland,Norway,385,385.0,Northern Europe,Europe,Gro Harlem Brundtland.Norway.1986.1988.Parliamentary Dem,Democracy,Parliamentary Dem,1986,1988,3,1
Jan Peder Syse,Norway,385,385.0,Northern Europe,Europe,Jan Peder Syse.Norway.1989.1989.Parliamentary Dem,Democracy,Parliamentary Dem,1989,1989,1,1
Gro Harlem Brundtland,Norway,385,385.0,Northern Europe,Europe,Gro Harlem Brundtland.Norway.1990.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1990,1995,6,1
Thorbjorn Jagland,Norway,385,385.0,Northern Europe,Europe,Thorbjorn Jagland.Norway.1996.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1996,1996,1,1
Kjell Magne Bondevik,Norway,385,385.0,Northern Europe,Europe,Kjell Magne Bondevik.Norway.1997.1999.Parliamentary Dem,Democracy,Parliamentary Dem,1997,1999,3,1
Jena Stoltenberg,Norway,385,385.0,Northern Europe,Europe,Jena Stoltenberg.Norway.2000.2000.Parliamentary Dem,Democracy,Parliamentary Dem,2000,2000,1,1
Kjell Magne Bondevik,Norway,385,385.0,Northern Europe,Europe,Kjell Magne Bondevik.Norway.2001.2004.Parliamentary Dem,Democracy,Parliamentary Dem,2001,2004,4,1
Jens Stoltenberg,Norway,385,385.0,Northern Europe,Europe,Jens Stoltenberg.Norway.2005.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2005,2008,4,0
Qabus ibn Sa'id,Oman,698,698.0,Western Asia,Asia,Qabus ibn Sa'id.Oman.1970.2008.Monarchy,Non-democracy,Monarchy,1970,2008,39,0
Liaquat Ali Khan,Pakistan,770,769.0,Southern Asia,Asia,Liaquat Ali Khan.Pakistan.1947.1950.Parliamentary Dem,Democracy,Parliamentary Dem,1947,1950,4,0
Hwaja Nazim ad-Din,Pakistan,770,769.0,Southern Asia,Asia,Hwaja Nazim ad-Din.Pakistan.1951.1952.Parliamentary Dem,Democracy,Parliamentary Dem,1951,1952,2,1
Mohammad Ali Bogra,Pakistan,770,769.0,Southern Asia,Asia,Mohammad Ali Bogra.Pakistan.1953.1954.Parliamentary Dem,Democracy,Parliamentary Dem,1953,1954,2,1
Chauhdry Mohammad Ali,Pakistan,770,769.0,Southern Asia,Asia,Chauhdry Mohammad Ali.Pakistan.1955.1955.Parliamentary Dem,Democracy,Parliamentary Dem,1955,1955,1,1
Iskander Ali Mirza,Pakistan,770,769.0,Southern Asia,Asia,Iskander Ali Mirza.Pakistan.1956.1957.Parliamentary Dem,Democracy,Parliamentary Dem,1956,1957,2,1
Mohammad Ayub Khan,Pakistan,770,769.0,Southern Asia,Asia,Mohammad Ayub Khan.Pakistan.1958.1968.Military Dict,Non-democracy,Military Dict,1958,1968,11,1
Agha Mohammad Yahya Khan,Pakistan,770,769.0,Southern Asia,Asia,Agha Mohammad Yahya Khan.Pakistan.1969.1970.Military Dict,Non-democracy,Military Dict,1969,1970,2,1
Zulfikar Ali Bhutto,Pakistan,770,769.0,Southern Asia,Asia,Zulfikar Ali Bhutto.Pakistan.1971.1971.Civilian Dict,Non-democracy,Civilian Dict,1971,1971,1,1
Zulfikar Ali Bhutto,Pakistan,770,770.0,Southern Asia,Asia,Zulfikar Ali Bhutto.Pakistan.1972.1976.Mixed Dem,Democracy,Mixed Dem,1972,1976,5,1
Mohammad Zia-ul-Haq,Pakistan,770,770.0,Southern Asia,Asia,Mohammad Zia-ul-Haq.Pakistan.1977.1987.Military Dict,Non-democracy,Military Dict,1977,1987,11,0
Benazir Bhutto,Pakistan,770,770.0,Southern Asia,Asia,Benazir Bhutto.Pakistan.1988.1989.Parliamentary Dem,Democracy,Parliamentary Dem,1988,1989,2,1
Nawaz Sharif,Pakistan,770,770.0,Southern Asia,Asia,Nawaz Sharif.Pakistan.1990.1992.Parliamentary Dem,Democracy,Parliamentary Dem,1990,1992,3,1
Benazir Bhutto,Pakistan,770,770.0,Southern Asia,Asia,Benazir Bhutto.Pakistan.1993.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1993,1995,3,1
Miraj Khalid,Pakistan,770,770.0,Southern Asia,Asia,Miraj Khalid.Pakistan.1996.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1996,1996,1,1
Nawaz Sharif,Pakistan,770,770.0,Southern Asia,Asia,Nawaz Sharif.Pakistan.1997.1998.Parliamentary Dem,Democracy,Parliamentary Dem,1997,1998,2,1
Pervez Musharraf,Pakistan,770,770.0,Southern Asia,Asia,Pervez Musharraf.Pakistan.1999.2007.Military Dict,Non-democracy,Military Dict,1999,2007,9,1
Yousaf Raza Gilani,Pakistan,770,770.0,Southern Asia,Asia,Yousaf Raza Gilani.Pakistan.2008.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2008,2008,1,0
Kuniwo Nakamura,Palau,986,986.0,Micronesia,Oceania,Kuniwo Nakamura.Palau.1994.2000.Presidential Dem,Democracy,Presidential Dem,1994,2000,7,1
"Tommy Esang Remengesau, Jr.",Palau,986,986.0,Micronesia,Oceania,"Tommy Esang Remengesau, Jr..Palau.2001.2008.Presidential Dem",Democracy,Presidential Dem,2001,2008,8,0
Enrique Jimenez,Panama,95,95.0,Central America,America,Enrique Jimenez.Panama.1946.1947.Civilian Dict,Non-democracy,Civilian Dict,1946,1947,2,1
Domingo Diaz Arosemena,Panama,95,95.0,Central America,America,Domingo Diaz Arosemena.Panama.1948.1948.Civilian Dict,Non-democracy,Civilian Dict,1948,1948,1,1
Arnulfo Arias Madrid,Panama,95,95.0,Central America,America,Arnulfo Arias Madrid.Panama.1949.1950.Presidential Dem,Democracy,Presidential Dem,1949,1950,2,1
military,Panama,95,95.0,Central America,America,military.Panama.1951.1951.Military Dict,Non-democracy,Military Dict,1951,1951,1,1
Jose Remon Cantero,Panama,95,95.0,Central America,America,Jose Remon Cantero.Panama.1952.1954.Presidential Dem,Democracy,Presidential Dem,1952,1954,3,0
Ricardo Arias Espinosa,Panama,95,95.0,Central America,America,Ricardo Arias Espinosa.Panama.1955.1955.Presidential Dem,Democracy,Presidential Dem,1955,1955,1,1
Ernesto de las Guardia,Panama,95,95.0,Central America,America,Ernesto de las Guardia.Panama.1956.1959.Presidential Dem,Democracy,Presidential Dem,1956,1959,4,1
Roberto Chiari,Panama,95,95.0,Central America,America,Roberto Chiari.Panama.1960.1963.Presidential Dem,Democracy,Presidential Dem,1960,1963,4,1
Marco Robles,Panama,95,95.0,Central America,America,Marco Robles.Panama.1964.1967.Presidential Dem,Democracy,Presidential Dem,1964,1967,4,1
Omar Torrijos Herrera,Panama,95,95.0,Central America,America,Omar Torrijos Herrera.Panama.1968.1980.Military Dict,Non-democracy,Military Dict,1968,1980,13,0
military,Panama,95,95.0,Central America,America,military.Panama.1981.1982.Military Dict,Non-democracy,Military Dict,1981,1982,2,1
Gen. Manuel Antonio Noriega Morena,Panama,95,95.0,Central America,America,Gen. Manuel Antonio Noriega Morena.Panama.1983.1988.Military Dict,Non-democracy,Military Dict,1983,1988,6,1
Guillermo Endara Galimany,Panama,95,95.0,Central America,America,Guillermo Endara Galimany.Panama.1989.1993.Presidential Dem,Democracy,Presidential Dem,1989,1993,5,1
Ernesto Perez Balladares,Panama,95,95.0,Central America,America,Ernesto Perez Balladares.Panama.1994.1998.Presidential Dem,Democracy,Presidential Dem,1994,1998,5,1
Mireya Elisa Moscoso de Arias,Panama,95,95.0,Central America,America,Mireya Elisa Moscoso de Arias.Panama.1999.2003.Presidential Dem,Democracy,Presidential Dem,1999,2003,5,1
Martin Erasto Torrijos Espino,Panama,95,95.0,Central America,America,Martin Erasto Torrijos Espino.Panama.2004.2008.Presidential Dem,Democracy,Presidential Dem,2004,2008,5,0
Michael Somare,Papua New Guinea,910,910.0,Melanesia,Oceania,Michael Somare.Papua New Guinea.1975.1979.Parliamentary Dem,Democracy,Parliamentary Dem,1975,1979,5,1
Julius Chan,Papua New Guinea,910,910.0,Melanesia,Oceania,Julius Chan.Papua New Guinea.1980.1981.Parliamentary Dem,Democracy,Parliamentary Dem,1980,1981,2,1
Michael Somare,Papua New Guinea,910,910.0,Melanesia,Oceania,Michael Somare.Papua New Guinea.1982.1984.Parliamentary Dem,Democracy,Parliamentary Dem,1982,1984,3,1
Paias Wingti,Papua New Guinea,910,910.0,Melanesia,Oceania,Paias Wingti.Papua New Guinea.1985.1987.Parliamentary Dem,Democracy,Parliamentary Dem,1985,1987,3,1
Rabbie Namaliu,Papua New Guinea,910,910.0,Melanesia,Oceania,Rabbie Namaliu.Papua New Guinea.1988.1991.Parliamentary Dem,Democracy,Parliamentary Dem,1988,1991,4,1
Paias Wingti,Papua New Guinea,910,910.0,Melanesia,Oceania,Paias Wingti.Papua New Guinea.1992.1993.Parliamentary Dem,Democracy,Parliamentary Dem,1992,1993,2,1
Julius Chan,Papua New Guinea,910,910.0,Melanesia,Oceania,Julius Chan.Papua New Guinea.1994.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1994,1996,3,1
Bill Skate,Papua New Guinea,910,910.0,Melanesia,Oceania,Bill Skate.Papua New Guinea.1997.1998.Parliamentary Dem,Democracy,Parliamentary Dem,1997,1998,2,1
Mekere Morauta,Papua New Guinea,910,910.0,Melanesia,Oceania,Mekere Morauta.Papua New Guinea.1999.2001.Parliamentary Dem,Democracy,Parliamentary Dem,1999,2001,3,1
Michael Somare,Papua New Guinea,910,910.0,Melanesia,Oceania,Michael Somare.Papua New Guinea.2002.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2002,2008,7,0
Higinio Morinigo,Paraguay,150,150.0,South America,America,Higinio Morinigo.Paraguay.1946.1947.Military Dict,Non-democracy,Military Dict,1946,1947,2,1
Juan Natalicio Gonzalez,Paraguay,150,150.0,South America,America,Juan Natalicio Gonzalez.Paraguay.1948.1948.Civilian Dict,Non-democracy,Civilian Dict,1948,1948,1,1
Federico Chavez,Paraguay,150,150.0,South America,America,Federico Chavez.Paraguay.1949.1953.Civilian Dict,Non-democracy,Civilian Dict,1949,1953,5,1
Alfredo Stroessner,Paraguay,150,150.0,South America,America,Alfredo Stroessner.Paraguay.1954.1988.Military Dict,Non-democracy,Military Dict,1954,1988,35,1
Andres Rodriguez,Paraguay,150,150.0,South America,America,Andres Rodriguez.Paraguay.1989.1992.Presidential Dem,Democracy,Presidential Dem,1989,1992,4,1
Juan Carlos Wasmosy,Paraguay,150,150.0,South America,America,Juan Carlos Wasmosy.Paraguay.1993.1997.Presidential Dem,Democracy,Presidential Dem,1993,1997,5,1
Raul Cuba Grau,Paraguay,150,150.0,South America,America,Raul Cuba Grau.Paraguay.1998.1998.Presidential Dem,Democracy,Presidential Dem,1998,1998,1,1
Luis Angel Gonzalez Macchi,Paraguay,150,150.0,South America,America,Luis Angel Gonzalez Macchi.Paraguay.1999.2002.Presidential Dem,Democracy,Presidential Dem,1999,2002,4,1
Oscar Nicanor Duarte Frutos,Paraguay,150,150.0,South America,America,Oscar Nicanor Duarte Frutos.Paraguay.2003.2007.Presidential Dem,Democracy,Presidential Dem,2003,2007,5,1
Fernando Armindo Lugo Mendez,Paraguay,150,150.0,South America,America,Fernando Armindo Lugo Mendez.Paraguay.2008.2008.Presidential Dem,Democracy,Presidential Dem,2008,2008,1,0
Jose Bustamente y Rivero,Peru,135,135.0,South America,America,Jose Bustamente y Rivero.Peru.1946.1947.Presidential Dem,Democracy,Presidential Dem,1946,1947,2,1
